participant,condition,phase,heartbeat_id_reference,rater_difference,Agreement
GDN0022,Dummy,HoldingBreath,19,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,20,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,21,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,22,42.0,Low Agreement
GDN0022,Dummy,HoldingBreath,23,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,24,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,25,48.0,Low Agreement
GDN0022,Dummy,HoldingBreath,26,38.0,Low Agreement
GDN0022,Dummy,HoldingBreath,27,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,28,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,29,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,30,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,31,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,32,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,33,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,34,50.0,Low Agreement
GDN0022,Dummy,HoldingBreath,35,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,36,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,37,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,38,4.0,High Agreement
GDN0022,Dummy,HoldingBreath,39,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,40,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,41,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,42,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,43,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,44,4.0,High Agreement
GDN0022,Dummy,HoldingBreath,45,4.0,High Agreement
GDN0022,Dummy,HoldingBreath,46,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,47,6.0,Medium Agreement
GDN0022,Dummy,HoldingBreath,48,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,49,4.0,High Agreement
GDN0022,Dummy,HoldingBreath,50,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,51,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,52,4.0,High Agreement
GDN0022,Dummy,HoldingBreath,53,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,54,10.0,Medium Agreement
GDN0022,Dummy,HoldingBreath,55,0.0,High Agreement
GDN0022,Dummy,HoldingBreath,56,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,57,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,59,4.0,High Agreement
GDN0022,Dummy,HoldingBreath,60,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,61,72.0,Low Agreement
GDN0022,Dummy,HoldingBreath,62,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,63,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,64,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,65,2.0,High Agreement
GDN0022,Dummy,HoldingBreath,66,4.0,High Agreement
GDN0022,Dummy,HoldingBreath,67,2.0,High Agreement
GDN0022,Dummy,Pause,0,2.0,High Agreement
GDN0022,Dummy,Pause,1,0.0,High Agreement
GDN0022,Dummy,Pause,2,0.0,High Agreement
GDN0022,Dummy,Pause,3,48.0,Low Agreement
GDN0022,Dummy,Pause,4,60.0,Low Agreement
GDN0022,Dummy,Pause,5,2.0,High Agreement
GDN0022,Dummy,Pause,6,64.0,Low Agreement
GDN0022,Dummy,Pause,7,74.0,Low Agreement
GDN0022,Dummy,Pause,8,4.0,High Agreement
GDN0022,Dummy,Pause,9,8.0,Medium Agreement
GDN0022,Dummy,Pause,10,0.0,High Agreement
GDN0022,Dummy,Pause,11,2.0,High Agreement
GDN0022,Dummy,Pause,12,2.0,High Agreement
GDN0022,Dummy,Pause,13,0.0,High Agreement
GDN0022,Dummy,Pause,14,6.0,Medium Agreement
GDN0022,Dummy,Pause,15,2.0,High Agreement
GDN0022,Dummy,Pause,16,30.0,Low Agreement
GDN0022,Dummy,Pause,17,2.0,High Agreement
GDN0022,Dummy,Pause,18,0.0,High Agreement
GDN0022,Dummy,Pause,19,22.0,Low Agreement
GDN0022,Dummy,Pause,20,0.0,High Agreement
GDN0022,Dummy,Pause,21,4.0,High Agreement
GDN0022,Dummy,Pause,22,0.0,High Agreement
GDN0022,Dummy,Pause,23,0.0,High Agreement
GDN0022,Dummy,Pause,24,4.0,High Agreement
GDN0022,Dummy,Pause,25,2.0,High Agreement
GDN0022,Dummy,Pause,26,4.0,High Agreement
GDN0022,Dummy,Pause,27,76.0,Low Agreement
GDN0022,Dummy,Pause,28,6.0,Medium Agreement
GDN0022,Dummy,Pause,29,10.0,Medium Agreement
GDN0022,Dummy,Pause,30,44.0,Low Agreement
GDN0022,Dummy,Pause,31,52.0,Low Agreement
GDN0022,Dummy,Pause,32,4.0,High Agreement
GDN0022,Dummy,Pause,33,2.0,High Agreement
GDN0022,Dummy,Pause,34,2.0,High Agreement
GDN0022,Dummy,Pause,35,2.0,High Agreement
GDN0022,Dummy,Pause,36,0.0,High Agreement
GDN0022,Dummy,Pause,37,4.0,High Agreement
GDN0022,Dummy,Pause,38,2.0,High Agreement
GDN0022,Dummy,Pause,39,30.0,Low Agreement
GDN0022,Dummy,Pause,40,4.0,High Agreement
GDN0022,Dummy,Pause,41,6.0,Medium Agreement
GDN0022,Dummy,Pause,42,0.0,High Agreement
GDN0022,Dummy,Pause,43,46.0,Low Agreement
GDN0022,Dummy,Pause,44,54.0,Low Agreement
GDN0022,Dummy,Pause,45,6.0,Medium Agreement
GDN0022,Dummy,Pause,49,44.0,Low Agreement
GDN0022,Dummy,Pause,50,0.0,High Agreement
GDN0022,Dummy,Pause,51,4.0,High Agreement
GDN0022,Dummy,Pause,52,72.0,Low Agreement
GDN0022,Dummy,Pause,53,0.0,High Agreement
GDN0022,Dummy,Pause,54,0.0,High Agreement
GDN0022,Dummy,TiltLevel,0,0.0,High Agreement
GDN0022,Dummy,TiltLevel,1,2.0,High Agreement
GDN0022,Dummy,TiltLevel,2,2.0,High Agreement
GDN0022,Dummy,TiltLevel,3,2.0,High Agreement
GDN0022,Dummy,TiltLevel,4,0.0,High Agreement
GDN0022,Dummy,TiltLevel,5,42.0,Low Agreement
GDN0022,Dummy,TiltLevel,6,6.0,Medium Agreement
GDN0022,Dummy,TiltLevel,7,42.0,Low Agreement
GDN0022,Dummy,TiltLevel,8,4.0,High Agreement
GDN0022,Dummy,TiltLevel,9,2.0,High Agreement
GDN0022,Dummy,TiltLevel,10,2.0,High Agreement
GDN0022,Dummy,TiltLevel,12,2.0,High Agreement
GDN0022,Dummy,TiltLevel,13,8.0,Medium Agreement
GDN0022,Dummy,TiltLevel,14,4.0,High Agreement
GDN0022,Dummy,TiltLevel,15,2.0,High Agreement
GDN0022,Dummy,TiltLevel,17,30.0,Low Agreement
GDN0022,Dummy,TiltLevel,18,96.0,Low Agreement
GDN0022,Dummy,TiltLevel,19,0.0,High Agreement
GDN0022,Dummy,TiltLevel,20,0.0,High Agreement
GDN0022,Dummy,TiltLevel,21,0.0,High Agreement
GDN0022,Dummy,TiltLevel,22,68.0,Low Agreement
GDN0022,Dummy,TiltLevel,23,4.0,High Agreement
GDN0022,Dummy,TiltLevel,24,0.0,High Agreement
GDN0022,Dummy,TiltLevel,25,6.0,Medium Agreement
GDN0022,Dummy,TiltLevel,26,38.0,Low Agreement
GDN0022,Dummy,TiltLevel,27,74.0,Low Agreement
GDN0022,Dummy,TiltLevel,28,2.0,High Agreement
GDN0022,Dummy,TiltLevel,29,0.0,High Agreement
GDN0022,Dummy,TiltLevel,30,2.0,High Agreement
GDN0022,Dummy,TiltLevel,31,0.0,High Agreement
GDN0022,Dummy,TiltLevel,32,14.0,Low Agreement
GDN0022,Dummy,TiltLevel,33,2.0,High Agreement
GDN0022,Dummy,TiltLevel,34,0.0,High Agreement
GDN0022,Dummy,TiltLevel,35,0.0,High Agreement
GDN0022,Dummy,TiltLevel,36,2.0,High Agreement
GDN0022,Dummy,TiltLevel,37,2.0,High Agreement
GDN0022,Dummy,TiltLevel,38,48.0,Low Agreement
GDN0022,Dummy,TiltLevel,39,4.0,High Agreement
GDN0022,Dummy,TiltLevel,41,0.0,High Agreement
GDN0022,Dummy,TiltLevel,42,4.0,High Agreement
GDN0022,Dummy,TiltLevel,43,0.0,High Agreement
GDN0022,Dummy,TiltLevel,44,52.0,Low Agreement
GDN0022,Dummy,TiltLevel,45,4.0,High Agreement
GDN0022,Dummy,TiltLevel,46,0.0,High Agreement
GDN0022,Dummy,TiltLevel,47,0.0,High Agreement
GDN0022,Dummy,TiltLevel,48,0.0,High Agreement
GDN0022,Dummy,TiltLevel,50,0.0,High Agreement
GDN0022,Dummy,TiltLevel,51,0.0,High Agreement
GDN0022,Dummy,TiltLevel,53,0.0,High Agreement
GDN0022,Dummy,TiltLevel,54,0.0,High Agreement
GDN0022,Dummy,TiltLevel,55,0.0,High Agreement
GDN0022,Dummy,TiltLevel,56,0.0,High Agreement
GDN0022,Dummy,Valsalva,0,0.0,High Agreement
GDN0022,Dummy,Valsalva,1,2.0,High Agreement
GDN0022,Dummy,Valsalva,2,0.0,High Agreement
GDN0022,Dummy,Valsalva,3,2.0,High Agreement
GDN0022,Dummy,Valsalva,4,2.0,High Agreement
GDN0022,Dummy,Valsalva,5,2.0,High Agreement
GDN0022,Dummy,Valsalva,6,2.0,High Agreement
GDN0022,Dummy,Valsalva,7,4.0,High Agreement
GDN0022,Dummy,Valsalva,8,2.0,High Agreement
GDN0022,Dummy,Valsalva,9,0.0,High Agreement
GDN0022,Dummy,Valsalva,10,2.0,High Agreement
GDN0022,Dummy,Valsalva,11,2.0,High Agreement
GDN0022,Dummy,Valsalva,12,0.0,High Agreement
GDN0022,Dummy,Valsalva,13,12.0,Low Agreement
GDN0022,Dummy,Valsalva,14,0.0,High Agreement
GDN0022,Dummy,Valsalva,15,2.0,High Agreement
GDN0022,Dummy,Valsalva,16,4.0,High Agreement
GDN0022,Dummy,Valsalva,17,2.0,High Agreement
GDN0022,Dummy,Valsalva,19,0.0,High Agreement
GDN0022,Dummy,Valsalva,20,2.0,High Agreement
GDN0022,Dummy,Valsalva,21,2.0,High Agreement
GDN0022,Dummy,Valsalva,22,0.0,High Agreement
GDN0022,Dummy,Valsalva,23,6.0,Medium Agreement
GDN0022,Dummy,Valsalva,24,2.0,High Agreement
GDN0022,Dummy,Valsalva,25,0.0,High Agreement
GDN0022,Dummy,Valsalva,26,4.0,High Agreement
GDN0022,Dummy,Valsalva,27,2.0,High Agreement
GDN0022,Dummy,Valsalva,28,2.0,High Agreement
GDN0022,Dummy,Valsalva,29,6.0,Medium Agreement
GDN0022,Dummy,Valsalva,30,2.0,High Agreement
GDN0022,Dummy,Valsalva,31,4.0,High Agreement
GDN0022,Dummy,Valsalva,32,4.0,High Agreement
GDN0022,Dummy,Valsalva,33,36.0,Low Agreement
GDN0022,Dummy,Valsalva,34,0.0,High Agreement
GDN0022,Dummy,Valsalva,35,2.0,High Agreement
GDN0022,Dummy,Valsalva,36,6.0,Medium Agreement
GDN0022,Dummy,Valsalva,37,0.0,High Agreement
GDN0022,Dummy,Valsalva,38,0.0,High Agreement
GDN0022,Dummy,Valsalva,39,2.0,High Agreement
GDN0022,Dummy,Valsalva,40,42.0,Low Agreement
GDN0022,Dummy,Valsalva,41,8.0,Medium Agreement
GDN0022,Dummy,Valsalva,42,4.0,High Agreement
GDN0022,Dummy,Valsalva,44,4.0,High Agreement
GDN0022,Dummy,Valsalva,45,22.0,Low Agreement
GDN0022,Dummy,Valsalva,46,2.0,High Agreement
GDN0022,Dummy,Valsalva,47,0.0,High Agreement
GDN0022,Dummy,Valsalva,48,2.0,High Agreement
GDN0022,Dummy,Valsalva,49,48.0,Low Agreement
GDN0022,Dummy,Valsalva,50,8.0,Medium Agreement
GDN0022,Dummy,Valsalva,51,4.0,High Agreement
GDN0022,Dummy,Valsalva,52,0.0,High Agreement
GDN0022,Dummy,Valsalva,53,2.0,High Agreement
GDN0022,Dummy,Valsalva,54,28.0,Low Agreement
GDN0023,Dummy,HoldingBreath,0,14.0,Low Agreement
GDN0023,Dummy,HoldingBreath,1,0.0,High Agreement
GDN0023,Dummy,HoldingBreath,2,8.0,Medium Agreement
GDN0023,Dummy,HoldingBreath,3,0.0,High Agreement
GDN0023,Dummy,HoldingBreath,4,0.0,High Agreement
GDN0023,Dummy,HoldingBreath,5,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,6,26.0,Low Agreement
GDN0023,Dummy,HoldingBreath,7,24.0,Low Agreement
GDN0023,Dummy,HoldingBreath,8,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,9,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,10,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,11,6.0,Medium Agreement
GDN0023,Dummy,HoldingBreath,12,4.0,High Agreement
GDN0023,Dummy,HoldingBreath,13,0.0,High Agreement
GDN0023,Dummy,HoldingBreath,14,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,15,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,16,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,17,0.0,High Agreement
GDN0023,Dummy,HoldingBreath,18,30.0,Low Agreement
GDN0023,Dummy,HoldingBreath,19,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,20,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,21,0.0,High Agreement
GDN0023,Dummy,HoldingBreath,22,0.0,High Agreement
GDN0023,Dummy,HoldingBreath,23,42.0,Low Agreement
GDN0023,Dummy,HoldingBreath,24,42.0,Low Agreement
GDN0023,Dummy,HoldingBreath,25,38.0,Low Agreement
GDN0023,Dummy,HoldingBreath,26,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,27,0.0,High Agreement
GDN0023,Dummy,HoldingBreath,28,8.0,Medium Agreement
GDN0023,Dummy,HoldingBreath,29,26.0,Low Agreement
GDN0023,Dummy,HoldingBreath,30,12.0,Low Agreement
GDN0023,Dummy,HoldingBreath,31,4.0,High Agreement
GDN0023,Dummy,HoldingBreath,32,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,33,28.0,Low Agreement
GDN0023,Dummy,HoldingBreath,34,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,35,8.0,Medium Agreement
GDN0023,Dummy,HoldingBreath,36,10.0,Medium Agreement
GDN0023,Dummy,HoldingBreath,37,20.0,Low Agreement
GDN0023,Dummy,HoldingBreath,38,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,39,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,40,8.0,Medium Agreement
GDN0023,Dummy,HoldingBreath,41,44.0,Low Agreement
GDN0023,Dummy,HoldingBreath,42,62.0,Low Agreement
GDN0023,Dummy,HoldingBreath,43,12.0,Low Agreement
GDN0023,Dummy,HoldingBreath,44,2.0,High Agreement
GDN0023,Dummy,HoldingBreath,45,8.0,Medium Agreement
GDN0023,Dummy,HoldingBreath,46,4.0,High Agreement
GDN0023,Dummy,HoldingBreath,47,0.0,High Agreement
GDN0023,Dummy,HoldingBreath,48,26.0,Low Agreement
GDN0023,Dummy,HoldingBreath,49,10.0,Medium Agreement
GDN0023,Dummy,HoldingBreath,50,4.0,High Agreement
GDN0023,Dummy,HoldingBreath,51,34.0,Low Agreement
GDN0023,Dummy,Pause,0,4.0,High Agreement
GDN0023,Dummy,Pause,1,2.0,High Agreement
GDN0023,Dummy,Pause,2,2.0,High Agreement
GDN0023,Dummy,Pause,3,0.0,High Agreement
GDN0023,Dummy,Pause,4,4.0,High Agreement
GDN0023,Dummy,Pause,5,2.0,High Agreement
GDN0023,Dummy,Pause,6,10.0,Medium Agreement
GDN0023,Dummy,Pause,7,0.0,High Agreement
GDN0023,Dummy,Pause,8,34.0,Low Agreement
GDN0023,Dummy,Pause,9,4.0,High Agreement
GDN0023,Dummy,Pause,10,2.0,High Agreement
GDN0023,Dummy,Pause,11,0.0,High Agreement
GDN0023,Dummy,Pause,12,2.0,High Agreement
GDN0023,Dummy,Pause,13,2.0,High Agreement
GDN0023,Dummy,Pause,14,8.0,Medium Agreement
GDN0023,Dummy,Pause,15,0.0,High Agreement
GDN0023,Dummy,Pause,16,4.0,High Agreement
GDN0023,Dummy,Pause,17,6.0,Medium Agreement
GDN0023,Dummy,Pause,18,24.0,Low Agreement
GDN0023,Dummy,Pause,19,22.0,Low Agreement
GDN0023,Dummy,Pause,20,2.0,High Agreement
GDN0023,Dummy,Pause,21,0.0,High Agreement
GDN0023,Dummy,Pause,22,6.0,Medium Agreement
GDN0023,Dummy,Pause,23,4.0,High Agreement
GDN0023,Dummy,Pause,24,2.0,High Agreement
GDN0023,Dummy,Pause,25,2.0,High Agreement
GDN0023,Dummy,Pause,26,2.0,High Agreement
GDN0023,Dummy,Pause,27,4.0,High Agreement
GDN0023,Dummy,Pause,28,2.0,High Agreement
GDN0023,Dummy,Pause,29,0.0,High Agreement
GDN0023,Dummy,Pause,30,2.0,High Agreement
GDN0023,Dummy,Pause,31,8.0,Medium Agreement
GDN0023,Dummy,Pause,32,4.0,High Agreement
GDN0023,Dummy,Pause,33,4.0,High Agreement
GDN0023,Dummy,Pause,34,2.0,High Agreement
GDN0023,Dummy,Pause,35,2.0,High Agreement
GDN0023,Dummy,Pause,36,2.0,High Agreement
GDN0023,Dummy,Pause,37,24.0,Low Agreement
GDN0023,Dummy,Pause,38,2.0,High Agreement
GDN0023,Dummy,Pause,39,4.0,High Agreement
GDN0023,Dummy,Pause,40,0.0,High Agreement
GDN0023,Dummy,Pause,41,0.0,High Agreement
GDN0023,Dummy,Pause,42,0.0,High Agreement
GDN0023,Dummy,Pause,43,2.0,High Agreement
GDN0023,Dummy,Pause,44,0.0,High Agreement
GDN0023,Dummy,Pause,45,0.0,High Agreement
GDN0023,Dummy,Pause,46,0.0,High Agreement
GDN0023,Dummy,Pause,47,0.0,High Agreement
GDN0023,Dummy,Pause,48,0.0,High Agreement
GDN0023,Dummy,Pause,49,4.0,High Agreement
GDN0023,Dummy,Pause,50,2.0,High Agreement
GDN0023,Dummy,Pause,51,2.0,High Agreement
GDN0023,Dummy,Pause,52,2.0,High Agreement
GDN0023,Dummy,Pause,53,0.0,High Agreement
GDN0023,Dummy,TiltLevel,0,0.0,High Agreement
GDN0023,Dummy,TiltLevel,1,2.0,High Agreement
GDN0023,Dummy,TiltLevel,2,2.0,High Agreement
GDN0023,Dummy,TiltLevel,3,0.0,High Agreement
GDN0023,Dummy,TiltLevel,4,38.0,Low Agreement
GDN0023,Dummy,TiltLevel,5,2.0,High Agreement
GDN0023,Dummy,TiltLevel,6,2.0,High Agreement
GDN0023,Dummy,TiltLevel,7,2.0,High Agreement
GDN0023,Dummy,TiltLevel,8,2.0,High Agreement
GDN0023,Dummy,TiltLevel,9,0.0,High Agreement
GDN0023,Dummy,TiltLevel,10,0.0,High Agreement
GDN0023,Dummy,TiltLevel,11,0.0,High Agreement
GDN0023,Dummy,TiltLevel,12,0.0,High Agreement
GDN0023,Dummy,TiltLevel,13,4.0,High Agreement
GDN0023,Dummy,TiltLevel,14,14.0,Low Agreement
GDN0023,Dummy,TiltLevel,15,2.0,High Agreement
GDN0023,Dummy,TiltLevel,16,4.0,High Agreement
GDN0023,Dummy,TiltLevel,17,0.0,High Agreement
GDN0023,Dummy,TiltLevel,18,4.0,High Agreement
GDN0023,Dummy,TiltLevel,19,2.0,High Agreement
GDN0023,Dummy,TiltLevel,20,8.0,Medium Agreement
GDN0023,Dummy,TiltLevel,21,2.0,High Agreement
GDN0023,Dummy,TiltLevel,22,4.0,High Agreement
GDN0023,Dummy,TiltLevel,23,2.0,High Agreement
GDN0023,Dummy,TiltLevel,24,2.0,High Agreement
GDN0023,Dummy,TiltLevel,25,6.0,Medium Agreement
GDN0023,Dummy,TiltLevel,26,6.0,Medium Agreement
GDN0023,Dummy,TiltLevel,27,0.0,High Agreement
GDN0023,Dummy,TiltLevel,28,6.0,Medium Agreement
GDN0023,Dummy,TiltLevel,29,4.0,High Agreement
GDN0023,Dummy,TiltLevel,30,0.0,High Agreement
GDN0023,Dummy,TiltLevel,31,4.0,High Agreement
GDN0023,Dummy,TiltLevel,32,2.0,High Agreement
GDN0023,Dummy,TiltLevel,33,2.0,High Agreement
GDN0023,Dummy,TiltLevel,34,4.0,High Agreement
GDN0023,Dummy,TiltLevel,35,2.0,High Agreement
GDN0023,Dummy,TiltLevel,36,2.0,High Agreement
GDN0023,Dummy,TiltLevel,37,2.0,High Agreement
GDN0023,Dummy,TiltLevel,38,4.0,High Agreement
GDN0023,Dummy,TiltLevel,39,12.0,Low Agreement
GDN0023,Dummy,TiltLevel,40,4.0,High Agreement
GDN0023,Dummy,TiltLevel,41,2.0,High Agreement
GDN0023,Dummy,TiltLevel,42,0.0,High Agreement
GDN0023,Dummy,TiltLevel,43,0.0,High Agreement
GDN0023,Dummy,TiltLevel,44,2.0,High Agreement
GDN0023,Dummy,TiltLevel,45,4.0,High Agreement
GDN0023,Dummy,TiltLevel,46,38.0,Low Agreement
GDN0023,Dummy,TiltLevel,47,2.0,High Agreement
GDN0023,Dummy,TiltLevel,48,6.0,Medium Agreement
GDN0023,Dummy,TiltLevel,49,0.0,High Agreement
GDN0023,Dummy,TiltLevel,50,2.0,High Agreement
GDN0023,Dummy,TiltLevel,51,0.0,High Agreement
GDN0023,Dummy,TiltLevel,52,2.0,High Agreement
GDN0023,Dummy,TiltLevel,53,0.0,High Agreement
GDN0023,Dummy,TiltLevel,54,2.0,High Agreement
GDN0023,Dummy,TiltLevel,55,2.0,High Agreement
GDN0023,Dummy,TiltLevel,56,4.0,High Agreement
GDN0023,Dummy,TiltLevel,57,0.0,High Agreement
GDN0023,Dummy,TiltLevel,58,8.0,Medium Agreement
GDN0023,Dummy,TiltLevel,59,8.0,Medium Agreement
GDN0023,Dummy,TiltLevel,60,4.0,High Agreement
GDN0023,Dummy,TiltLevel,61,4.0,High Agreement
GDN0023,Dummy,TiltLevel,62,2.0,High Agreement
GDN0023,Dummy,TiltLevel,63,2.0,High Agreement
GDN0023,Dummy,TiltLevel,64,2.0,High Agreement
GDN0023,Dummy,TiltLevel,65,2.0,High Agreement
GDN0023,Dummy,TiltLevel,66,6.0,Medium Agreement
GDN0023,Dummy,TiltLevel,67,48.0,Low Agreement
GDN0023,Dummy,TiltLevel,68,0.0,High Agreement
GDN0023,Dummy,TiltLevel,69,8.0,Medium Agreement
GDN0023,Dummy,TiltUp,0,8.0,Medium Agreement
GDN0023,Dummy,TiltUp,1,0.0,High Agreement
GDN0023,Dummy,TiltUp,2,0.0,High Agreement
GDN0023,Dummy,TiltUp,3,4.0,High Agreement
GDN0023,Dummy,TiltUp,4,4.0,High Agreement
GDN0023,Dummy,TiltUp,5,0.0,High Agreement
GDN0023,Dummy,TiltUp,6,2.0,High Agreement
GDN0023,Dummy,TiltUp,7,4.0,High Agreement
GDN0023,Dummy,TiltUp,8,0.0,High Agreement
GDN0023,Dummy,TiltUp,9,0.0,High Agreement
GDN0023,Dummy,TiltUp,10,2.0,High Agreement
GDN0023,Dummy,TiltUp,11,2.0,High Agreement
GDN0023,Dummy,TiltUp,12,4.0,High Agreement
GDN0023,Dummy,TiltUp,13,6.0,Medium Agreement
GDN0023,Dummy,TiltUp,14,0.0,High Agreement
GDN0023,Dummy,TiltUp,15,4.0,High Agreement
GDN0023,Dummy,TiltUp,16,2.0,High Agreement
GDN0023,Dummy,TiltUp,17,0.0,High Agreement
GDN0023,Dummy,TiltUp,18,2.0,High Agreement
GDN0023,Dummy,TiltUp,19,0.0,High Agreement
GDN0023,Dummy,TiltUp,20,4.0,High Agreement
GDN0023,Dummy,TiltUp,21,12.0,Low Agreement
GDN0023,Dummy,TiltUp,22,0.0,High Agreement
GDN0023,Dummy,TiltUp,23,2.0,High Agreement
GDN0023,Dummy,TiltUp,24,0.0,High Agreement
GDN0023,Dummy,TiltUp,25,0.0,High Agreement
GDN0023,Dummy,TiltUp,26,2.0,High Agreement
GDN0023,Dummy,TiltUp,27,4.0,High Agreement
GDN0023,Dummy,TiltUp,28,0.0,High Agreement
GDN0023,Dummy,TiltUp,29,0.0,High Agreement
GDN0023,Dummy,TiltUp,30,2.0,High Agreement
GDN0023,Dummy,TiltUp,31,4.0,High Agreement
GDN0023,Dummy,TiltUp,32,0.0,High Agreement
GDN0023,Dummy,TiltUp,33,2.0,High Agreement
GDN0023,Dummy,TiltUp,34,2.0,High Agreement
GDN0023,Dummy,TiltUp,35,2.0,High Agreement
GDN0023,Dummy,TiltUp,36,0.0,High Agreement
GDN0023,Dummy,TiltUp,37,2.0,High Agreement
GDN0023,Dummy,TiltUp,38,2.0,High Agreement
GDN0023,Dummy,TiltUp,39,0.0,High Agreement
GDN0023,Dummy,TiltUp,40,2.0,High Agreement
GDN0023,Dummy,TiltUp,41,0.0,High Agreement
GDN0023,Dummy,TiltUp,42,2.0,High Agreement
GDN0023,Dummy,TiltUp,43,2.0,High Agreement
GDN0023,Dummy,TiltUp,44,6.0,Medium Agreement
GDN0023,Dummy,TiltUp,45,2.0,High Agreement
GDN0023,Dummy,TiltUp,46,4.0,High Agreement
GDN0023,Dummy,TiltUp,47,2.0,High Agreement
GDN0023,Dummy,TiltUp,48,2.0,High Agreement
GDN0023,Dummy,TiltUp,49,2.0,High Agreement
GDN0023,Dummy,TiltUp,50,4.0,High Agreement
GDN0023,Dummy,TiltUp,51,2.0,High Agreement
GDN0023,Dummy,TiltUp,52,2.0,High Agreement
GDN0023,Dummy,TiltUp,53,4.0,High Agreement
GDN0023,Dummy,TiltUp,54,2.0,High Agreement
GDN0023,Dummy,TiltUp,55,4.0,High Agreement
GDN0023,Dummy,TiltUp,56,2.0,High Agreement
GDN0023,Dummy,TiltUp,57,2.0,High Agreement
GDN0023,Dummy,TiltUp,58,6.0,Medium Agreement
GDN0023,Dummy,TiltUp,59,4.0,High Agreement
GDN0023,Dummy,TiltUp,60,0.0,High Agreement
GDN0023,Dummy,TiltUp,61,0.0,High Agreement
GDN0023,Dummy,TiltUp,62,0.0,High Agreement
GDN0023,Dummy,TiltUp,63,26.0,Low Agreement
GDN0023,Dummy,TiltUp,64,2.0,High Agreement
GDN0023,Dummy,TiltUp,65,0.0,High Agreement
GDN0023,Dummy,TiltUp,66,0.0,High Agreement
GDN0023,Dummy,TiltUp,67,0.0,High Agreement
GDN0023,Dummy,TiltUp,68,2.0,High Agreement
GDN0023,Dummy,TiltUp,69,36.0,Low Agreement
GDN0023,Dummy,TiltUp,70,0.0,High Agreement
GDN0023,Dummy,TiltUp,71,2.0,High Agreement
GDN0023,Dummy,TiltUp,72,2.0,High Agreement
GDN0023,Dummy,TiltUp,73,0.0,High Agreement
GDN0023,Dummy,TiltUp,74,6.0,Medium Agreement
GDN0023,Dummy,TiltUp,75,0.0,High Agreement
GDN0023,Dummy,TiltUp,76,0.0,High Agreement
GDN0023,Dummy,TiltUp,77,0.0,High Agreement
GDN0023,Dummy,TiltUp,78,6.0,Medium Agreement
GDN0023,Dummy,TiltUp,79,0.0,High Agreement
GDN0023,Dummy,TiltUp,80,6.0,Medium Agreement
GDN0023,Dummy,TiltUp,81,2.0,High Agreement
GDN0023,Dummy,Valsalva,0,4.0,High Agreement
GDN0023,Dummy,Valsalva,1,0.0,High Agreement
GDN0023,Dummy,Valsalva,2,4.0,High Agreement
GDN0023,Dummy,Valsalva,3,4.0,High Agreement
GDN0023,Dummy,Valsalva,4,2.0,High Agreement
GDN0023,Dummy,Valsalva,5,2.0,High Agreement
GDN0023,Dummy,Valsalva,6,2.0,High Agreement
GDN0023,Dummy,Valsalva,7,2.0,High Agreement
GDN0023,Dummy,Valsalva,8,0.0,High Agreement
